name,country,vertical,db_status,has_url
Ebanx,Unknown,Unknown,FOUND,True
Ebury,Desconocido,Paytech ??,FOUND,True
Eclub,Unknown,Unknown,FOUND,False
Ecollect,Unknown,Unknown,FOUND,False
Ecuador,Unknown,Unknown,FOUND,True
Ecuafact,Unknown,Unknown,FOUND,True
Edanbank,Unknown,Unknown,FOUND,False
Edmond,Unknown,Unknown,FOUND,False
Educación Estrella,Desconocido,Crédito Digital 💰,FOUND,True
Educbank,Desconocido,Neobancos 📲,FOUND,True
Efact,Unknown,Unknown,FOUND,False
Efactor Network,[[méxico]],745ca1953642,FOUND,True
Efectívate,[[méxico]],745ca1953642,FOUND,True
Efektiva,Desconocido,BFM 👔,FOUND,True
Efinti,Desconocido,BFM 👔,FOUND,True
Efy Finance,Unknown,Unknown,FOUND,False
El Buen Socio,[[méxico]],745ca1953642,FOUND,True
El Salvador,Unknown,Unknown,FOUND,False
Elecom Py Srl,Unknown,Unknown,FOUND,False
Elmio,Desconocido,Crédito Digital 💰,FOUND,True
Eluter,Desconocido,Activos Digitales 👾,FOUND,True
Embedx,Desconocido,Insurtech 🏆,FOUND,True
Emcash,Unknown,Unknown,FOUND,False
Emonkey,Unknown,Unknown,FOUND,False
Empresas,Unknown,Unknown,FOUND,False
Emprestame,Unknown,Unknown,FOUND,False
Energy Pay,Unknown,Unknown,FOUND,False
Enlaces,Unknown,Unknown,FOUND,True
Entre Amigos,Unknown,Unknown,FOUND,True
Entrepay,Desconocido,Paytech 💳,FOUND,True
Env-Paths,Unknown,Unknown,FOUND,False
Epayco,Desconocido,Paytech 💳,FOUND,False
Epesos,Desconocido,Crédito Digital 💰,FOUND,True
Epik Asociados,Unknown,Unknown,FOUND,False
Eplata,Desconocido,Paytech 💳,FOUND,True
Eqseed,Desconocido,Crowdfunding 👫,FOUND,True
Equifax,Unknown,Unknown,FOUND,False
Equity Link,[[méxico]],745ca1953642,FOUND,True
Er System,Unknown,Unknown,FOUND,False
Ergoncredit,Desconocido,Crédito Digital 💰,FOUND,True
Esapp S.A. De C.V.,Unknown,Unknown,FOUND,False
Escampa,[[méxico]],745ca1953642,FOUND,True
Escarlata,Desconocido,Crédito Digital 💰,FOUND,True
Eskolare,Unknown,Unknown,FOUND,False
Espresso,Unknown,Unknown,FOUND,False
Estbank,Unknown,Unknown,FOUND,False
Estrategia_Sumsubméxico_Gtm,Unknown,Unknown,FOUND,False
Estudiams Porque Puedes,[[méxico]],745ca1953642,FOUND,True
Etoro,Unknown,Unknown,FOUND,False
Ettios,Desconocido,Activos Digitales 👾,FOUND,True
Evergreen Notes,Unknown,Unknown,FOUND,False
Everify Opus,Unknown,Unknown,FOUND,False
Evertec,Desconocido,Paytech 💳,FOUND,True
Every,Unknown,Unknown,FOUND,False
Ewally,Unknown,Unknown,FOUND,False
Example 1,Unknown,Unknown,FOUND,False
Example,Unknown,Unknown,FOUND,False
Examples,Unknown,Unknown,FOUND,False
Excelcredit,Desconocido,Crédito Digital 💰,FOUND,True
Exchange Câmbio & Comex,Unknown,Unknown,FOUND,True
Exfin Advisory,Unknown,Unknown,FOUND,False
Exness Latam,Desconocido,Activos Digitales 👾,FOUND,True
Extensions,Unknown,Unknown,FOUND,False
F360,Unknown,Unknown,FOUND,False
Facilita Pay,Unknown,Unknown,FOUND,False
Facilpass,Desconocido,Paytech 💳,FOUND,True
Facio,Desconocido,Crédito Digital 💰,FOUND,True
Factesol,Unknown,Unknown,FOUND,False
Factible,Unknown,Unknown,FOUND,False
Factor Pyme,[[méxico]],745ca1953642,FOUND,True
Factoro,[[méxico]],745ca1953642,FOUND,True
Factorplus +,Unknown,Unknown,FOUND,True
Factu,Unknown,Unknown,FOUND,True
Facturacero,Unknown,Unknown,FOUND,False
Factureya,Unknown,Unknown,FOUND,True
Factú,Desconocido,Paytech 💳,FOUND,True
Fairplay,Desconocido,Crédito Digital 💰,FOUND,True
Fapro,Desconocido,BFM 👔,FOUND,True
Faq,Unknown,Unknown,FOUND,False
Fastprobr,Unknown,Unknown,FOUND,False
Faturepag,Unknown,Unknown,FOUND,False
Faturágil,Unknown,Unknown,FOUND,False
Features,Unknown,Unknown,FOUND,False
Fectivo,Desconocido,Paytech 💳,FOUND,True
Fendrr,Unknown,Unknown,FOUND,False
Festpay,Desconocido,Paytech 💳,FOUND,True
Ficohsa Pensions,Unknown,Unknown,FOUND,False
Fictorbank,Unknown,Unknown,FOUND,False
Figarantias,Unknown,Unknown,FOUND,False
Figuro,Desconocido,Insurtech 🏆,FOUND,True
Fiia.,Unknown,Unknown,FOUND,False
File.Yml,Unknown,Unknown,FOUND,False
Finamsa,Unknown,Unknown,FOUND,False
Financial Contributors,Unknown,Unknown,FOUND,False
Financial Services,Unknown,Unknown,FOUND,True
Financiatec,Unknown,Unknown,FOUND,False
Financrea,Unknown,Unknown,FOUND,False
Finanservs,Unknown,Unknown,FOUND,False
Finansystech,Desconocido,Open Finance 🔑,FOUND,True
Finanzero,Desconocido,Crédito Digital,FOUND,True
Finaya,Unknown,Unknown,FOUND,False
Finbase,Desconocido,BFM 👔,FOUND,True
Finbits,Unknown,Unknown,FOUND,False
Finbra,Desconocido,Crédito Digital 💰,FOUND,True
Fincatch,Unknown,Unknown,FOUND,False
Finco Pay,Desconocido,Paytech 💳,FOUND,True
Fincomun,Unknown,Unknown,FOUND,True
Fincomún,Desconocido,Neobancos 📲,FOUND,True
Find,Unknown,Unknown,FOUND,False
Findo,Unknown,Unknown,FOUND,False
Findorse,Unknown,Unknown,FOUND,False
Finerik,[[méxico]],745ca1953642,FOUND,True
Finerio Connect,Unknown,Unknown,FOUND,False
Finity,Desconocido,BFM 👔,FOUND,True
Finkargo,Desconocido,Crédito Digital 💰,FOUND,True
Finko,Unknown,Unknown,FOUND,False
Finmatch,Unknown,Unknown,FOUND,False
Finnex,Unknown,Unknown,FOUND,True
Finplace,Unknown,Unknown,FOUND,False
Finppi,Desconocido,BFM 👔,FOUND,True
Finscale,Unknown,Unknown,FOUND,True
Finsocial,Desconocido,Crédito Digital ??,FOUND,True
Finsphera,[[méxico]],745ca1953642,FOUND,True
Finsu,Desconocido,Insurtech ??,FOUND,True
Finsus,Desconocido,Neobancos ??,FOUND,True
Fintech México,Unknown,Unknown,FOUND,False
Fintigo,Desconocido,Crowdfunding ??,FOUND,True
Fintoc,Desconocido,Paytech ??,FOUND,True
Finturu,Desconocido,Paytech ??,FOUND,True
Finvivir,[[méxico]],745ca1953642,FOUND,True
Finware,[[méxico]],745ca1953642,FOUND,True
Finzi,Desconocido,Paytech ??,FOUND,True
Firgun,Unknown,Unknown,FOUND,False
Fisapay,Desconocido,Paytech ??,FOUND,True
Fiserv,Desconocido,Paytech ??,FOUND,True
Fismed,Unknown,Unknown,FOUND,False
Fitbank,Desconocido,Regtech ??,FOUND,True
Fitinsur,Desconocido,Insurtech 🏆,FOUND,True
Fitix,Desconocido,Insurtech 🏆,FOUND,True
Fivana,Desconocido,Open Finance ??,FOUND,True
Fivvy,Desconocido,Regtech ??,FOUND,True
Fizbank,Unknown,Unknown,FOUND,False
Flash Beneficios,Unknown,Unknown,FOUND,True
Flash Benefícios,Desconocido,Flexio,FOUND,False
Flexibility,Unknown,Unknown,FOUND,False
Flexio,Desconocido,Crédito Digital 💰,FOUND,True
Flexipay,Unknown,Unknown,FOUND,False
Flexisaas,Unknown,Unknown,FOUND,False
Flexisoluciones,[[méxico]],745ca1953642,FOUND,True
Flexpag,Desconocido,Paytech 💳,FOUND,True
Flink,Desconocido,WealthTech 📈,FOUND,True
Fliper,Desconocido,WealthTech 📈,FOUND,True
Flockit,Unknown,Unknown,FOUND,False
Floid,Desconocido,Open Finance 🔑,FOUND,True
Floou,[[méxico]],745ca1953642,FOUND,True
Flourish Fi,Desconocido,BFM 👔,FOUND,True
Flux,Desconocido,Paytech 💳,FOUND,True
Fluyez,Desconocido,Activos Digitales 👾,FOUND,True
Flypass,Desconocido,Paytech 💳,FOUND,True
Fondeadora,Desconocido,Paytech 💳,FOUND,True
Fondimex,[[méxico]],745ca1953642,FOUND,True
Fondodigitalmexicano,[[méxico]],745ca1953642,FOUND,True
For Maintainers,Unknown,Unknown,FOUND,False
Forces,Unknown,Unknown,FOUND,False
Foreach,Unknown,Unknown,FOUND,False
Foregon,Unknown,Unknown,FOUND,False
Foriu,Desconocido,Insurtech 🏆,FOUND,True
Fortesza,Unknown,Unknown,FOUND,False
Fortrade,[[méxico]],745ca1953642,FOUND,True
Foxbit,Desconocido,Activos Digitales 👾,FOUND,True
FPaul,Unknown,Unknown,FOUND,False
Frankrolando,Unknown,Unknown,FOUND,False
Frente,[[Brasil]],Paytech ??,FOUND,True
Fri,Unknown,Unknown,FOUND,False
Friday,Desconocido,Paytech ??,FOUND,True
Friss,Desconocido,Insurtech ??,FOUND,False
Fudo,Desconocido,Paytech ??,FOUND,True
Fuentebuena,[[méxico]],745ca1953642,FOUND,True
Fundary,Desconocido,Crowdfunding ??,FOUND,True
Fv Bank,Unknown,Unknown,FOUND,False
Fácil Pay S.A,Unknown,Unknown,FOUND,False
Félix,Desconocido,Paytech ??,FOUND,True
Gachet Capital,Unknown,Unknown,FOUND,False
Gainlabs,Unknown,Unknown,FOUND,False
Galgo,Desconocido,Crédito Digital ??,FOUND,True
Game Hub Arena,Desconocido,Paytech ??,FOUND,True
García & Bodán,Unknown,Unknown,FOUND,False
Gatekeeperx,Desconocido,Regtech ??,FOUND,True
Gbank,Unknown,Unknown,FOUND,False
Gbm,Desconocido,WealthTech ??,FOUND,True
Gcs Systems,Unknown,Unknown,FOUND,False
Gcs,Unknown,Unknown,FOUND,False
Gea Internacional,Unknown,Unknown,FOUND,False
Gennius Xyz,Unknown,Unknown,FOUND,False
Genome,Unknown,Unknown,FOUND,False
Geopagos,Desconocido,Paytech ??,FOUND,True
Geopoly,Unknown,Unknown,FOUND,False
Getallkeycodes,Unknown,Unknown,FOUND,False
Getbit,Unknown,Unknown,FOUND,False
Getpressedkeycodes,Unknown,Unknown,FOUND,False
Getpressedkeystring,Unknown,Unknown,FOUND,False
Getscope,Unknown,Unknown,FOUND,False
Getting Started,Unknown,Unknown,FOUND,False
Getxerpa,Desconocido,PFM 💰,FOUND,True
Gg Pay,Unknown,Unknown,FOUND,False
Gira,Unknown,Unknown,FOUND,False
Girasol,Desconocido,Paytech 💳,FOUND,True
Giro,[[méxico]],745ca1953642,FOUND,True
Giuliana Seguros,Unknown,Unknown,FOUND,False
Giver,[[méxico]],745ca1953642,FOUND,True
Glebba,Unknown,Unknown,FOUND,False
Glik,Unknown,Unknown,FOUND,False
Global 66,Desconocido,Paytech 💳,FOUND,True
Global Bridge Connection,Unknown,Unknown,FOUND,False
Globalscm,Unknown,Unknown,FOUND,False
Globbit,Unknown,Unknown,FOUND,False
Gm Sectec,Unknown,Unknown,FOUND,False
Gmattos,Desconocido,Regtech ??,FOUND,True
Go Bravo,Desconocido,PFM 💰,FOUND,True
Goblockchain,Unknown,Unknown,FOUND,False
Gocredit.,[[méxico]],745ca1953642,FOUND,True
Gocuotas,Desconocido,Paytech 💳,FOUND,True
Goeasy,Unknown,Unknown,FOUND,False
Goekua,Unknown,Unknown,FOUND,False
Gofaizen & Sherle,Unknown,Unknown,FOUND,False
Gokollect,Unknown,Unknown,FOUND,False
Goliza,Unknown,Unknown,FOUND,False
Gopass,Desconocido,Paytech 💳,FOUND,True
Gosocket,Unknown,Unknown,FOUND,False
Gow,[[méxico]],745ca1953642,FOUND,True
Gp3 Invest,Unknown,Unknown,FOUND,False
Grab & Go,Desconocido,Paytech 💳,FOUND,True
Grana Capital,Unknown,Unknown,FOUND,False
Grana Solidária Ltda,Unknown,Unknown,FOUND,False
Grana.Ai,Unknown,Unknown,FOUND,False
Granpag,Unknown,Unknown,FOUND,False
Graph,Unknown,Unknown,FOUND,False
Graphology Indices,Unknown,Unknown,FOUND,False
Graphology Types,Unknown,Unknown,FOUND,False
Graphology Utils,Unknown,Unknown,FOUND,False
Graphology,Unknown,Unknown,FOUND,False
Grateful,Desconocido,Paytech 💳,FOUND,True
Graviti R,Unknown,Unknown,FOUND,True
Graviti®,Desconocido,Crédito Digital 💰,FOUND,True
Green Seguros,Desconocido,Insurtech 🏆,FOUND,True
Greenpay,Unknown,Unknown,FOUND,False
Gringo,Desconocido,PFM 💰,FOUND,True
Grupo Capital Empresarial,[[méxico]],745ca1953642,FOUND,True
Grupo Gcb,Unknown,Unknown,FOUND,False
Grupo Kelsoft,Unknown,Unknown,FOUND,False
Grupo Pacte,Unknown,Unknown,FOUND,False
Gtt,Unknown,Unknown,FOUND,False
Guamacard,Desconocido,PFM 💰,FOUND,True
Guarda,Desconocido,Insurtech 🏆,FOUND,True
Guardia Finance,Unknown,Unknown,FOUND,False
Guardline,Desconocido,Regtech ⚙️,FOUND,True
Guru Spoc,Desconocido,Open Finance 🔑,FOUND,True
Guyana,Unknown,Unknown,FOUND,True
Gyra+,[[Brasil]],Crédito Digital ??,FOUND,True
Habi,[[Colombia]],Proptech,FOUND,True
Hai Techfin,Unknown,Unknown,FOUND,False
Hallo,Unknown,Unknown,FOUND,False
Handling Events,Unknown,Unknown,FOUND,False
Hapi App,Desconocido,WealthTech 📈,FOUND,True
Hapi,Unknown,Unknown,FOUND,True
Haro Mejora Bur,[[méxico]],745ca1953642,FOUND,True
Hash,Unknown,Unknown,FOUND,True
Hashdex,Desconocido,Activos Digitales 👾,FOUND,True
Hashinvest,Unknown,Unknown,FOUND,False
Hausler,Unknown,Unknown,FOUND,False
Hckmix,Desconocido,Hackmetrix,FOUND,False
Hdt Digital,Unknown,Unknown,FOUND,False
Heritage,Unknown,Unknown,FOUND,False
Higo,Desconocido,Paytech 💳,FOUND,True
Hiperbanco,Unknown,Unknown,FOUND,False
Hola Andy,Unknown,Unknown,FOUND,True
Holacasa.Mx,[[méxico]],Crédito Digital ??,FOUND,True
Homelend Tecnologia,d29492233673,Crédito Digital ??,FOUND,True
Honduras,Unknown,Unknown,FOUND,True
Hooli,Desconocido,Neobancos ??,FOUND,True
Hopypay,Unknown,Unknown,FOUND,False
Horizon Pay,Desconocido,Paytech ??,FOUND,True
Hotkeys,Unknown,Unknown,FOUND,False
How To Use,Unknown,Unknown,FOUND,False
How To…,Unknown,Unknown,FOUND,False
Howlett Capital,Unknown,Unknown,FOUND,False
Hula,Desconocido,Paytech ??,FOUND,True
Hulihealth,Unknown,Unknown,FOUND,False
Hybank,Unknown,Unknown,FOUND,False
Hyperion,Unknown,Unknown,FOUND,False
Hyperlocal,Unknown,Unknown,FOUND,False
I Guarantee,Unknown,Unknown,FOUND,False
Iacrypto,Unknown,Unknown,FOUND,False
Ide Pay,Unknown,Unknown,FOUND,False
Identity Scales,Unknown,Unknown,FOUND,True
Idwall,Unknown,Unknown,FOUND,False
Igaming,Unknown,Unknown,FOUND,True
Iglu,Desconocido,Insurtech 🏆,FOUND,True
Imix Latam,Desconocido,Crédito Digital ??,FOUND,True
Imix,Unknown,Unknown,FOUND,True
Immo,Unknown,Unknown,FOUND,True
Imobanco,Unknown,Unknown,FOUND,True
Imperium,Desconocido,Activos Digitales 👾,FOUND,True
Improvements,Unknown,Unknown,FOUND,False
Impulsa,Unknown,Unknown,FOUND,False
Includes,Unknown,Unknown,FOUND,False
Incluirtec,Desconocido,Regtech ⚙️,FOUND,True
Inco,Unknown,Unknown,FOUND,False
Inconta Crédito Digital,Unknown,Unknown,FOUND,True
Increase,Desconocido,Crédito Digital,FOUND,True
Industria - Banco Central,Unknown,Unknown,FOUND,False
Industria - Cryptomarket,Unknown,Unknown,FOUND,False
Industria - Neobancos,Unknown,Unknown,FOUND,True
Industria - Paytech,Unknown,Unknown,FOUND,False
Industria - Wealthtech,Unknown,Unknown,FOUND,True
Industrias,Unknown,Unknown,FOUND,False
Infinia,Desconocido,Paytech 💳,FOUND,True
Infinitypay,Desconocido,Paytech 💳,FOUND,True
Infocheck,Desconocido,PFM 💰,FOUND,True
Infraestructura,Unknown,Unknown,FOUND,False
Infrastructure For Banks,Unknown,Unknown,FOUND,False
Ingá Bank,Unknown,Unknown,FOUND,False
Inkoms,Desconocido,WealthTech 📈,FOUND,True
Inline,Unknown,Unknown,FOUND,False
Insights,Desconocido,WealthTech 📈,FOUND,True
Instacash,Desconocido,Crédito Digital 💰,FOUND,True
Integramotors,Unknown,Unknown,FOUND,False
Introduction,Unknown,Unknown,FOUND,False
Inttegrar House,Unknown,Unknown,FOUND,False
Inverkids,[[méxico]],745ca1953642,FOUND,True
Inversión Simple,Unknown,Unknown,FOUND,False
Investplay,Desconocido,Open Finance 🔑,FOUND,True
Investweb,Unknown,Unknown,FOUND,False
Invioy,Unknown,Unknown,FOUND,False
Inviu,Desconocido,WealthTech 📈,FOUND,True
Invovest,[[méxico]],745ca1953642,FOUND,True
Io Kapitalizer,[[méxico]],745ca1953642,FOUND,True
Iouu,Desconocido,Crédito Digital 💰,FOUND,True
Ip4Y,Desconocido,Paytech 💳,FOUND,True
Isf Crédito,Unknown,Unknown,FOUND,False
Isg,Unknown,Unknown,FOUND,False
Isi Bank,Unknown,Unknown,FOUND,False
Isimony,Unknown,Unknown,FOUND,False
Ispressed,Unknown,Unknown,FOUND,False
Iter,Unknown,Unknown,FOUND,False
Iterables,Unknown,Unknown,FOUND,False
Iterator,Unknown,Unknown,FOUND,False
Iti Itau,Unknown,Unknown,FOUND,True
Iti Itaú,Desconocido,Neobancos 📲,FOUND,True
Iugu,Desconocido,BFM 👔,FOUND,True
Iupay,Unknown,Unknown,FOUND,False
Ivarejo,Unknown,Unknown,FOUND,False
Izipay Ya,Unknown,Unknown,FOUND,False
Izipay,Unknown,Unknown,FOUND,False
Jeeves,Desconocido,BFM 👔,FOUND,True
Jefa,Desconocido,Neobancos 📲,FOUND,True
Jeitto,Desconocido,Crédito Digital ??,FOUND,True
Jelou Ai,Desconocido,Fintech General,FOUND,True
Jelou,Unknown,Unknown,FOUND,False
Jetty,Unknown,Unknown,FOUND,False
Joi,Unknown,Unknown,FOUND,False
Joinkey,Desconocido,Paytech 💳,FOUND,True
Jooycar,Desconocido,Insurtech 🏆,FOUND,True
Jota,Desconocido,Paytech 💳,FOUND,True
Joy!,[[méxico]],745ca1953642,FOUND,True
Json2Dsv,Unknown,Unknown,FOUND,False
Juancho Te Presta,Desconocido,Crédito Digital 💰,FOUND,True
Jumpstart,Desconocido,Crédito Digital ??,FOUND,True
Juntos,Unknown,Unknown,FOUND,False
Juros Baixos,Desconocido,Crédito Digital 💰,FOUND,True
Juscred,Unknown,Unknown,FOUND,False
Justos,Desconocido,Insurtech 🏆,FOUND,True
Juvo,Desconocido,Neobancos 📲,FOUND,True
Kaiowa,Unknown,Unknown,FOUND,False
Kakau Seguros,Desconocido,Insurtech 🏆,FOUND,True
Kambia,Desconocido,BFM ??,FOUND,True
Kambista,[[Perú]],Paytech ??,FOUND,True
Kamet,[[méxico]],745ca1953642,FOUND,True
Kamina,Desconocido,PFM ??,FOUND,True
Kardbank,Unknown,Unknown,FOUND,False
Kardmatch,[[méxico]],745ca1953642,FOUND,True
Kasa,Desconocido,WealthTech 📈,FOUND,True
Kash,Unknown,Unknown,FOUND,False
Kashin,Desconocido,Crédito Digital 💰,FOUND,True
Kashio,Unknown,Unknown,FOUND,False
Kashlatam,Desconocido,Paytech 💳,FOUND,True
Kemosoft,Unknown,Unknown,FOUND,False
Keo World,Desconocido,Crédito Digital 💰,FOUND,True
Keyfacil,Unknown,Unknown,FOUND,False
Khipu,Desconocido,Open Finance 🔑,FOUND,True
Kiiex,Desconocido,Activos Digitales 👾,FOUND,True
Kiire,Desconocido,Paytech 💳,FOUND,True
Killb,Unknown,Unknown,FOUND,False
Kintos,[[méxico]],745ca1953642,FOUND,True
Kira,Desconocido,Activos Digitales 👾,FOUND,True
Kiwi,Desconocido,Crédito Digital 💰,FOUND,True
Klap,Desconocido,Paytech 💳,FOUND,True
Klar,México,Neobancos 📲,FOUND,True
Klavi,Desconocido,Open Finance 🔑,FOUND,True
Klimber,Desconocido,Insurtech 🏆,FOUND,True
Klopp,[[méxico]],745ca1953642,FOUND,True
Klubi,Desconocido,Crédito Digital 💰,FOUND,True
Klym,Desconocido,BFM 👔,FOUND,True
Known Bugs,Unknown,Unknown,FOUND,False
Known Issues,Unknown,Unknown,FOUND,False
Koa,Desconocido,Crédito Digital 💰,FOUND,True
Koban,Desconocido,Neobancos 📲,FOUND,True
Koibanx,Desconocido,Activos Digitales 👾,FOUND,True
Kolek,Unknown,Unknown,FOUND,False
Kollecta Io,Unknown,Unknown,FOUND,False
Koltin,Desconocido,Insurtech 🏆,FOUND,True
Kompii,Unknown,Unknown,FOUND,False
Konfío,Desconocido,Crédito Digital 💰,FOUND,True
Konsi,Desconocido,Crédito Digital 💰,FOUND,True
Kontempo,Desconocido,Crédito Digital 💰,FOUND,True
Kontigo,Desconocido,Paytech 💳,FOUND,True
Konvex,Desconocido,Open Finance 🔑,FOUND,True
Koywe,Desconocido,Activos Digitales 👾,FOUND,True
Kravata,Desconocido,Activos Digitales 👾,FOUND,True
Kredfeed,Desconocido,Crédito Digital 💰,FOUND,True
Kredit,Unknown,Unknown,FOUND,False
Kredito,Desconocido,Crédito Digital 💰,FOUND,True
Kreofuturo,Unknown,Unknown,FOUND,False
Kuadra,Desconocido,BFM 👔,FOUND,True
Kuady,Desconocido,Paytech 💳,FOUND,True
Kuanto,Desconocido,PFM 💰,FOUND,True
Kubo.Financiero,Desconocido,Crowdfunding 👫,FOUND,True
Kuenta,Desconocido,Open Finance 🔑,FOUND,True
Kueski,[[méxico]],745ca1953642,FOUND,True
Kulipa,Unknown,Unknown,FOUND,False
Kunzapp,Desconocido,BFM 👔,FOUND,True
Kupi,Desconocido,BFM 👔,FOUND,True
Kupuna,Unknown,Unknown,FOUND,False
Kushki,Unknown,Unknown,FOUND,True
Kuspit,Desconocido,Paytech ??,FOUND,True
Kéxion,Unknown,Unknown,FOUND,False
L.A. Music,Unknown,Unknown,FOUND,False
La Mágica,Unknown,Unknown,FOUND,False
La Primera,Unknown,Unknown,FOUND,False
Lacasadecambio.Com,Unknown,Unknown,FOUND,False
Ladybank,Unknown,Unknown,FOUND,False
Laffy,[[méxico]],745ca1953642,FOUND,True
Laqus,Desconocido,BFM 👔,FOUND,True
Latam Gateway,Unknown,Unknown,FOUND,False
Latam,Unknown,Unknown,FOUND,False
Latasa,[[méxico]],745ca1953642,FOUND,True
Latin Pay,Unknown,Unknown,FOUND,False
Latu Seguros,Unknown,Unknown,FOUND,True
Latú Seguros,Desconocido,Insurtech 🏆,FOUND,True
Laudex,[[méxico]],745ca1953642,FOUND,True
Leasy,Desconocido,Crédito Digital 💰,FOUND,True
Leftbank,Unknown,Unknown,FOUND,False
Lemon,Desconocido,Activos Digitales 👾,FOUND,True
Lendi,Unknown,Unknown,FOUND,False
Lending,[[México]],SME Finance,FOUND,True
Lendme,Unknown,Unknown,FOUND,False
Lenmi,[[méxico]],745ca1953642,FOUND,True
Leoa,Unknown,Unknown,FOUND,False
Let'Sbit,Desconocido,Activos Digitales 👾,FOUND,True
Levannta,Desconocido,BFM 👔,FOUND,True
Lexisnexis Risk Solutions,Unknown,Unknown,FOUND,False
Ley Fintech México,Unknown,Unknown,FOUND,True
Liber Capital,Unknown,Unknown,FOUND,False
Liberr,Unknown,Unknown,FOUND,False
Libertec,Desconocido,Crédito Digital 💰,FOUND,True
Librepago,Unknown,Unknown,FOUND,False
Lics,Unknown,Unknown,FOUND,False
Lidh,[[méxico]],745ca1953642,FOUND,True
Life Cycle Hooks,Unknown,Unknown,FOUND,False
Ligopay,Unknown,Unknown,FOUND,False
Likideo,Unknown,Unknown,FOUND,True
Likidéo,Desconocido,Crowdfunding 👫,FOUND,True
Lima Bikes,Unknown,Unknown,FOUND,False
Lina Open X,Desconocido,Paytech 💳,FOUND,True
Lina,Unknown,Unknown,FOUND,False
Linear Scales,Unknown,Unknown,FOUND,False
Lineru,Desconocido,Crédito Digital 💰,FOUND,True
Lines,Unknown,Unknown,FOUND,False
Linker,Desconocido,Neobancos 📲,FOUND,True
Linkify,Unknown,Unknown,FOUND,False
Linting,Unknown,Unknown,FOUND,False
Linxe,Desconocido,Crédito Digital ??,FOUND,True
Liqi,Desconocido,Activos Digitales ??,FOUND,True
Liquid Ai,Desconocido,Crédito Digital ??,FOUND,True
Liquido,Desconocido,Paytech ??,FOUND,True
Liquitech,Desconocido,BFM ??,FOUND,True
Lisa App,Desconocido,Paytech ??,FOUND,True
Lisim,Desconocido,Crédito Digital 💰,FOUND,True
Littio,Desconocido,Activos Digitales ??,FOUND,True
Livepix,Unknown,Unknown,FOUND,False
Lizzo,Unknown,Unknown,FOUND,False
Loan Link,Unknown,Unknown,FOUND,False
Local Payment,Unknown,Unknown,FOUND,False
Locales,Unknown,Unknown,FOUND,False
Loft,Unknown,Unknown,FOUND,False
Log Scales,Unknown,Unknown,FOUND,False
Loopay,Desconocido,BFM ??,FOUND,True
Loopipay,Unknown,Unknown,FOUND,False
Loovi,Desconocido,Insurtech ??,FOUND,True
Loping,Desconocido,Crédito Digital ??,FOUND,True
Loto,Desconocido,BFM ??,FOUND,True
Lounn,Desconocido,Crédito Digital 💰,FOUND,True
Loyaltyrefunds,[[méxico]],745ca1953642,FOUND,True
Lucky Hand Capital,[[méxico]],745ca1953642,FOUND,True
Lucree,Unknown,Unknown,FOUND,False
Luegopago,Desconocido,Crédito Digital 💰,FOUND,True
Luki,Unknown,Unknown,FOUND,False
Lulo Bank,Desconocido,Activos Digitales 👾,FOUND,True
Lulubit,Desconocido,Activos Digitales 👾,FOUND,True
Lumx,Desconocido,Paytech 💳,FOUND,True
Lydians,Unknown,Unknown,FOUND,False
Lyra,Desconocido,Paytech 💳,FOUND,True
Lysto Card,Desconocido,Paytech 💳,FOUND,True
M2Crowd,Desconocido,Crowdfunding 👫,FOUND,True
Maat.Ai,Desconocido,Regtech ⚙️,FOUND,True
Macondo,Desconocido,Open Finance 🔑,FOUND,True
Mag Financas,d29492233673,663f028b8d6f,FOUND,True
Mag Finanças,Desconocido,Insurtech 🏆,FOUND,True
Magnetis,Desconocido,WealthTech 📈,FOUND,True
Mailing List,Unknown,Unknown,FOUND,False
Main Features,Unknown,Unknown,FOUND,False
Maintenance,Unknown,Unknown,FOUND,False
Mais Retorno,Unknown,Unknown,FOUND,False
Maisfazzil,Unknown,Unknown,FOUND,False
Makasi,Unknown,Unknown,FOUND,True
Makers Solutions,Unknown,Unknown,FOUND,True
Mambu,Unknown,Unknown,FOUND,True
Manage Rules,Unknown,Unknown,FOUND,True
Mango,[[méxico]],745ca1953642,FOUND,True
Manteca,Desconocido,Activos Digitales 👾,FOUND,True
Mantyz,Unknown,Unknown,FOUND,False
Many-Body,Unknown,Unknown,FOUND,False
Mapipay,Unknown,Unknown,FOUND,True
Maps Ip,Unknown,Unknown,FOUND,False
Mareigua,Unknown,Unknown,FOUND,False
Marex,Unknown,Unknown,FOUND,False
Marketplaces,Unknown,Unknown,FOUND,False
Marketup,Unknown,Unknown,FOUND,False
Marlim,Unknown,Unknown,FOUND,False
Marsh,Unknown,Unknown,FOUND,False
Marvin,Desconocido,Paytech 💳,FOUND,True
Masfazzil,Unknown,Unknown,FOUND,False
Maslow,[[méxico]],745ca1953642,FOUND,True
Match,Unknown,Unknown,FOUND,False
Maxxa,Desconocido,Crédito Digital 💰,FOUND,True
Mayaplus,Desconocido,Paytech 💳,FOUND,True
Mdr Mercado De Recebiveis,Unknown,Unknown,FOUND,True
Mdurl,Unknown,Unknown,FOUND,False
Me Poupe,Unknown,Unknown,FOUND,False
Meep,Unknown,Unknown,FOUND,False
Megared,Unknown,Unknown,FOUND,False
Mejorcdt,Unknown,Unknown,FOUND,False
